date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:49:27	221478/221478	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:46%20GMT	https://www.redscan.com/services/penetration-testing/agile-penetration-testing/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/penetration-testing/agile-penetration-testing/index.html	(from https://www.redscan.com/)
07:49:27	56730/56730	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7bb47b-dd9a%22	https://www.redscan.com/media/mdr-menu@1x.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/mdr-menu@1x.svg	(from https://www.redscan.com/)
07:49:27	295985/295985	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:46%20GMT	https://www.redscan.com/services/red-team-operations/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/red-team-operations/index.html	(from https://www.redscan.com/)
07:49:28	215462/215462	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:47%20GMT	https://www.redscan.com/services/breach-and-attack-simulation/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/breach-and-attack-simulation/index.html	(from https://www.redscan.com/)
07:49:28	207270/207270	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:47%20GMT	https://www.redscan.com/services/vulnerability-assessment/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/vulnerability-assessment/index.html	(from https://www.redscan.com/)
07:49:28	56307/56307	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e675ef9-dbf3%22	https://www.redscan.com/media/mss@1x.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/mss@1x.svg	(from https://www.redscan.com/)
07:49:28	218161/218161	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:47%20GMT	https://www.redscan.com/services/ransomware-preparedness-assessment/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/ransomware-preparedness-assessment/index.html	(from https://www.redscan.com/)
07:49:29	225055/225055	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:48%20GMT	https://www.redscan.com/services/scenario-based-testing/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/scenario-based-testing/index.html	(from https://www.redscan.com/)
07:49:29	166423/166423	---M--	200	added ('OK')	image/jpeg	etag:%22620be113-28a17%22	https://www.redscan.com/media/header-world-2-1920x1080.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/header-world-2-1920x1080.jpg	(from https://www.redscan.com/)
07:49:30	206527/206527	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:49%20GMT	https://www.redscan.com/services/cyber-policy-review/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/cyber-policy-review/index.html	(from https://www.redscan.com/)
07:49:30	208925/208925	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:49%20GMT	https://www.redscan.com/services/cyber-security-due-diligence/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/cyber-security-due-diligence/index.html	(from https://www.redscan.com/)
07:49:30	39569/39569	---M--	200	added ('OK')	image/jpeg	etag:%22620be0f9-9a91%22	https://www.redscan.com/media/header-world-2-375x667.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/header-world-2-375x667.jpg	(from https://www.redscan.com/)
07:49:30	212089/212089	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:49%20GMT	https://www.redscan.com/services/supply-chain-due-diligence/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/supply-chain-due-diligence/index.html	(from https://www.redscan.com/)
07:49:30	21294/21294	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262c40581-532e%22	https://www.redscan.com/media/22-SC_Awards-Final-WINNER-Logo-RGB_FINAL-SVG-WHITE-V2.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/22-SC_Awards-Final-WINNER-Logo-RGB_FINAL-SVG-WHITE-V2.svg	(from https://www.redscan.com/)
07:49:30	148311/148311	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:49%20GMT	https://www.redscan.com/services/comply/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/comply/index.html	(from https://www.redscan.com/)
07:49:31	200912/200912	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:50%20GMT	https://www.redscan.com/services/dpo-services/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/dpo-services/index.html	(from https://www.redscan.com/)
07:49:31	206596/206596	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:50%20GMT	https://www.redscan.com/services/virtual-ciso/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/virtual-ciso/index.html	(from https://www.redscan.com/)
07:49:31	14425/14425	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263b7fd52-3859%22	https://www.redscan.com/media/Computing-Security-Awards-2022_White-01-1-1.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/Computing-Security-Awards-2022_White-01-1-1.svg	(from https://www.redscan.com/)
07:49:32	198086/198086	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:50%20GMT	https://www.redscan.com/services/dark-web-monitoring/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/dark-web-monitoring/index.html	(from https://www.redscan.com/)
07:49:32	74422/74422	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263b7fc0e-122b6%22	https://www.redscan.com/media/Advisen-Cyber-Risk-Award-Winner-Shield-2022-White-2-1.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/Advisen-Cyber-Risk-Award-Winner-Shield-2022-White-2-1.svg	(from https://www.redscan.com/)
07:49:32	210558/210558	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:51%20GMT	https://www.redscan.com/services/application-security-services/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/application-security-services/index.html	(from https://www.redscan.com/)
07:49:32	7423/7423	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263c53527-1cff%22	https://www.redscan.com/media/Cyber-Security-Excellence-Awards-2022_White_2-01-1.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/Cyber-Security-Excellence-Awards-2022_White_2-01-1.svg	(from https://www.redscan.com/)
07:49:33	206830/206830	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:52%20GMT	https://www.redscan.com/services/threat-modelling/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/threat-modelling/index.html	(from https://www.redscan.com/)
07:49:33	352133/352133	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:52%20GMT	https://www.redscan.com/services/managed-detection-and-response/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/managed-detection-and-response/index.html	(from https://www.redscan.com/)
07:49:34	256347/256347	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:52%20GMT	https://www.redscan.com/services/managed-detection-and-response/microsoft/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/managed-detection-and-response/microsoft/index.html	(from https://www.redscan.com/)
07:49:34	34829/34829	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e78e764-880d%22	https://www.redscan.com/media/teiss.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/teiss.svg	(from https://www.redscan.com/)
07:49:34	198776/198776	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:53%20GMT	https://www.redscan.com/services/managed-detection-and-response/use-cases/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/managed-detection-and-response/use-cases/index.html	(from https://www.redscan.com/)
07:49:35	261868/261868	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:53%20GMT	https://www.redscan.com/services/managed-detection-and-response/the-redscan-platform/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/managed-detection-and-response/the-redscan-platform/index.html	(from https://www.redscan.com/)
07:49:35	182305/182305	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:54%20GMT	https://www.redscan.com/services/managed-detection-and-response/mdr-features/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/managed-detection-and-response/mdr-features/index.html	(from https://www.redscan.com/)
07:49:35	192558/192558	---M--	200	added ('OK')	image/jpeg	etag:%2261b0abc8-2f02e%22	https://www.redscan.com/media/world-map-scaled-1-1920x868.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/world-map-scaled-1-1920x868.jpg	(from https://www.redscan.com/)
07:49:35	229074/229074	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:54%20GMT	https://www.redscan.com/services/managed-detection-and-response/mdr-vs-mssp/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/managed-detection-and-response/mdr-vs-mssp/index.html	(from https://www.redscan.com/)
07:49:36	238784/238784	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:55%20GMT	https://www.redscan.com/services/cyber-incident-response/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/cyber-incident-response/index.html	(from https://www.redscan.com/)
07:49:36	131068/131068	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e675ef8-1fffc%22	https://www.redscan.com/media/mdr@1x.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/mdr@1x.svg	(from https://www.redscan.com/)
07:49:37	208431/208431	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:55%20GMT	https://www.redscan.com/services/cyber-incident-response-planning/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/cyber-incident-response-planning/index.html	(from https://www.redscan.com/)
07:49:37	43801/43801	---M--	200	added ('OK')	image/jpeg	etag:%2261b0abad-ab19%22	https://www.redscan.com/media/world-map-scaled-1-375x667.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/world-map-scaled-1-375x667.jpg	(from https://www.redscan.com/)
07:49:37	213620/213620	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:56%20GMT	https://www.redscan.com/services/breach-notification/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/breach-notification/index.html	(from https://www.redscan.com/)
07:49:37	58512/58512	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e7b7462-e490%22	https://www.redscan.com/media/assesment@1x.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/assesment@1x.svg	(from https://www.redscan.com/)
07:49:38	208041/208041	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:56%20GMT	https://www.redscan.com/services/cyber-security-digital-forensics/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/cyber-security-digital-forensics/index.html	(from https://www.redscan.com/)
07:49:38	205316/205316	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:57%20GMT	https://www.redscan.com/services/cyber-litigation-support/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/cyber-litigation-support/index.html	(from https://www.redscan.com/)
07:49:38	212231/212231	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:57%20GMT	https://www.redscan.com/services/malware-analysis-and-reverse-engineering/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/malware-analysis-and-reverse-engineering/index.html	(from https://www.redscan.com/)
07:49:39	264000/264000	---M--	200	added ('OK')	image/jpeg	etag:%2261b0c444-40740%22	https://www.redscan.com/media/london02-scaled-1920x868-1.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/london02-scaled-1920x868-1.jpg	(from https://www.redscan.com/)
07:49:39	198091/198091	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:58%20GMT	https://www.redscan.com/solutions/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/solutions/index.html	(from https://www.redscan.com/)
07:49:39	154188/154188	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:58%20GMT	https://www.redscan.com/industries/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/index.html	(from https://www.redscan.com/)
07:49:39	64242/64242	---M--	200	added ('OK')	image/jpeg	etag:%2261b0c43a-faf2%22	https://www.redscan.com/media/london02-scaled-1920x868-1-375x667.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/london02-scaled-1920x868-1-375x667.jpg	(from https://www.redscan.com/)
07:49:39	251043/251043	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:59%20GMT	https://www.redscan.com/industries/education/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/education/index.html	(from https://www.redscan.com/)
07:49:40	740/740	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jun%202021%2012:53:33%20GMT	https://www.redscan.com/media/azure-1.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/azure-1.png	(from https://www.redscan.com/)
07:49:40	252451/252451	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:59%20GMT	https://www.redscan.com/industries/energy/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/energy/index.html	(from https://www.redscan.com/)
07:49:40	915/915	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jun%202021%2012:53:28%20GMT	https://www.redscan.com/media/salesforce.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/salesforce.png	(from https://www.redscan.com/)
07:49:40	219353/219353	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:19:59%20GMT	https://www.redscan.com/industries/finance/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/finance/index.html	(from https://www.redscan.com/)
07:49:41	3251/3251	---M--	200	added ('OK')	image/png	etag:%2260d08bd0-cb3%22	https://www.redscan.com/media/google-cloud-1-100x72.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/google-cloud-1-100x72.png	(from https://www.redscan.com/)
07:49:41	259690/259690	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:00%20GMT	https://www.redscan.com/industries/fintech/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/fintech/index.html	(from https://www.redscan.com/)
07:49:41	252471/252471	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:00%20GMT	https://www.redscan.com/industries/government/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/government/index.html	(from https://www.redscan.com/)
07:49:41	236/236	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jun%202021%2012:53:26%20GMT	https://www.redscan.com/media/microsoft.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/microsoft.png	(from https://www.redscan.com/)
07:49:41	262090/262090	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:00%20GMT	https://www.redscan.com/industries/healthcare/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/healthcare/index.html	(from https://www.redscan.com/)
07:49:42	1396/1396	---M--	200	added ('OK')	image/png	etag:%2260d08bcb-574%22	https://www.redscan.com/media/aws-2.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/aws-2.png	(from https://www.redscan.com/)
07:49:42	252825/252825	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:01%20GMT	https://www.redscan.com/industries/legal/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/legal/index.html	(from https://www.redscan.com/)
07:49:42	252994/252994	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:01%20GMT	https://www.redscan.com/industries/manufacturing/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/manufacturing/index.html	(from https://www.redscan.com/)
07:49:42	462/462	---M--	200	added ('OK')	image/png	date:Mon,%2021%20Jun%202021%2012:53:35%20GMT	https://www.redscan.com/media/box.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/box.png	(from https://www.redscan.com/)
07:49:42	252074/252074	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:01%20GMT	https://www.redscan.com/industries/media/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/media/index.html	(from https://www.redscan.com/)
07:49:43	251963/251963	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:02%20GMT	https://www.redscan.com/industries/nonprofit/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/nonprofit/index.html	(from https://www.redscan.com/)
07:49:43	1116/1116	---M--	200	added ('OK')	image/png	etag:%2260d08bc5-45c%22	https://www.redscan.com/media/google-cloud-2.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/google-cloud-2.png	(from https://www.redscan.com/)
07:49:43	252458/252458	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:02%20GMT	https://www.redscan.com/industries/property/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/property/index.html	(from https://www.redscan.com/)
07:49:43	53835/53835	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261e57814-d24b%22	https://www.redscan.com/media/map.svg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/map.svg	(from https://www.redscan.com/)
07:49:43	18625/18625	---M--	200	added ('OK')	image/png	etag:%2265607fdf-48c1%22	https://www.redscan.com/media/q32023tlrv2-250x250.png	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/q32023tlrv2-250x250.png	(from https://www.redscan.com/)
07:49:44	252583/252583	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:02%20GMT	https://www.redscan.com/industries/retail-and-ecommerce/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/retail-and-ecommerce/index.html	(from https://www.redscan.com/)
07:49:44	259478/259478	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:03%20GMT	https://www.redscan.com/industries/technology/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/technology/index.html	(from https://www.redscan.com/)
07:49:44	10488/10488	---M--	200	added ('OK')	image/jpeg	etag:%22614072a7-28f8%22	https://www.redscan.com/media/redteaming-250x250.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/redteaming-250x250.jpg	(from https://www.redscan.com/)
07:49:44	252936/252936	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:03%20GMT	https://www.redscan.com/industries/transport/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/industries/transport/index.html	(from https://www.redscan.com/)
07:49:45	198123/198123	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:04%20GMT	https://www.redscan.com/services/gdpr/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/gdpr/index.html	(from https://www.redscan.com/)
07:49:45	16333/16333	---M--	200	added ('OK')	image/jpeg	etag:%2261817299-3fcd%22	https://www.redscan.com/media/circuits-scaled_optimised-250x250.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/circuits-scaled_optimised-250x250.jpg	(from https://www.redscan.com/)
07:49:45	194863/194863	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:04%20GMT	https://www.redscan.com/services/data-protection-act-2018/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/data-protection-act-2018/index.html	(from https://www.redscan.com/)
07:49:45	211829/211829	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:04%20GMT	https://www.redscan.com/services/pci-dss/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/pci-dss/index.html	(from https://www.redscan.com/)
07:49:45	21022/21022	---M--	200	added ('OK')	image/jpeg	etag:%2265252ba7-521e%22	https://www.redscan.com/media/MM-cover-250x250.jpg	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/media/MM-cover-250x250.jpg	(from https://www.redscan.com/)
07:49:46	220469/220469	---M-Z	200	added ('OK')	text/html	date:Tue,%2005%20Dec%202023%2002:20:05%20GMT	https://www.redscan.com/services/iso-27001/	C:/Users/LK230116.SKumar/Downloads/Webiste/www.redscan.com/services/iso-27001/index.html	(from https://www.redscan.com/)
